Dep,Tof,Nr,DV,T_viol,a2,a4,a6,G2,G3,Range
8100,1000,1,64.5411440955118,7.23868964769281e-08,0.0257774634481434,-0.165160829377021,-0.0185882302112384,0.000736059507859609,6.28318530697488,0.767944829781669
8100,1100,1,61.969999384486,5.9380506378659e-05,-0.0106866353563959,-0.0613523636481227,0.00115295064318871,-0.000954711979323342,3.8366101016313,0.764589562018407
8100,1200,1,16125.5963756057,265664.419366843,0.198546706260972,-0.579289649562491,0.0467597984198344,-0.009947607083628,5.71687896319949,0.672892227093234
8100,1300,1,71.9036914893567,1.22098878563293e-05,-0.0346425392758442,0.0344333951489654,0.095302703335758,-0.000752572069292154,2.98417188686078,0.757676222394235
8100,1400,1,72.6989113621782,7.96852184237196e-06,-0.038484814801916,0.0400135176138446,0.0894579384018476,0.000583460954456615,6.01991990547717,0.758401089572097
8100,1500,1,73.1403023856294,5.48239540876239e-05,-0.0459474341572706,0.0546547874050678,0.0853419917657579,-0.000508675761571163,3.13239377809734,0.75828055105827
8100,1600,1,73.573418959355,9.20520264457991e-06,-0.0431615612699597,0.048501266450412,0.0858298418686132,0.000403629551083908,6.05681436574919,0.756470860141886
8100,1700,1,74.7436369634871,1.33602807039779e-05,-0.0470519381403059,0.0422903532534117,0.0142154849105039,-0.000279792292450745,3.2509638709662,0.75860402123298
8100,1800,1,73.9112441784442,9.14850168953762e-06,-0.0494805521935928,0.06151899793374,0.0811342619265545,-0.000396862005229739,3.39125370799872,0.767944844851985
8100,1900,1,74.6606416363989,1.38538140959099e-05,-0.0397649057659829,0.029969390575107,0.0483925274015241,-0.000481458740150592,3.49757827233683,0.649601431022752
8100,2000,1,70.839691386948,1.34008342200787e-05,-0.0171537709920616,-0.0384703365146147,0.0265878022945883,-0.000950976301025025,4.18812964250564,0.760699004787557
8200,900,1,62.8159866527035,2.47115062634862e-05,0.0167042552563864,-0.149035241621504,-0.00416132637331942,0.00102169566501434,0.789367088968514,0.764555724730428
8200,1000,1,61.8530810665002,2.65609411798096e-05,-0.0114431338901686,-0.0696444605637695,0.00771819450960541,-0.000803434917940329,3.81548206669228,0.764138169893733
8200,1100,1,63.5404824769132,48.2466323536283,-0.0121551321013557,-0.0477911467629244,-0.00780257683431947,-0.000432195586933703,3.35111110660619,0.769686426390498
8200,1200,1,78.2567464379312,0.000180088042256443,-0.117398664268452,0.190181766092577,0.0851816190183352,0.000878572723352569,5.66539851442134,0.568666214554247
